id_transaccion,id_pedido,id_cliente,fecha,hora,sucursal,producto,categoria,precio_unitario,unidades,medio_pago,clima,promocion_activa,promocion_tipo,calificacion_satisfaccion
51,4281,1475,2026-03-02,9,Heredia,Frappe,bebida_fria,1868,4,efectivo,nublado,1,combo_postre,5.0
52,5405,1855,2026-03-02,9,Heredia,Cafe americano,bebida_caliente,1185,3,efectivo,nublado,1,combo_postre,
53,4356,1496,2026-03-02,9,San Pedro,Frappe,bebida_fria,1963,1,tarjeta,soleado,0,,
54,4356,1496,2026-03-02,9,San Pedro,Frappe,bebida_fria,1758,1,sinpe_movil,soleado,0,,
55,6972,2367,2026-03-02,9,San Pedro,Chocolate caliente,bebida_caliente,1586,1,efectivo,soleado,0,,
56,704,271,2026-03-02,10,Escazu,Te helado,bebida_fria,1539,1,tarjeta,lluvioso,0,,
57,5908,2016,2026-03-02,10,Heredia,Frappe,bebida_fria,1883,1,sinpe_movil,nublado,1,combo_postre,
58,2737,929,2026-03-02,10,San Pedro,Limonada,bebida_fria,1326,1,efectivo,soleado,0,,
59,3172,1084,2026-03-02,10,San Pedro,Limonada,bebida_fria,1263,1,efectivo,soleado,0,,5.0
60,7430,2508,2026-03-02,11,San Pedro,Frappe,bebida_fria,1843,1,sinpe_movil,soleado,0,,
61,7430,2508,2026-03-02,11,San Pedro,Latte,bebida_caliente,1751,3,sinpe_movil,soleado,0,,
62,2124,722,2026-03-02,12,Escazu,Latte,bebida_caliente,1809,1,sinpe_movil,lluvioso,0,,4.0
63,7356,2492,2026-03-02,12,Escazu,Latte,bebida_caliente,1863,1,tarjeta,lluvioso,0,,
64,5092,1748,2026-03-02,12,San Pedro,Te helado,bebida_fria,1384,1,sinpe_movil,soleado,0,,
65,7238,2456,2026-03-02,12,San Pedro,Frappe,bebida_fria,1890,2,tarjeta,soleado,0,,
66,6527,2208,2026-03-02,13,Cartago,Cafe americano,bebida_caliente,1092,1,tarjeta,lluvioso,0,,
67,6588,2236,2026-03-02,13,Escazu,Limonada,bebida_fria,1498,2,tarjeta,lluvioso,0,,
68,61,25,2026-03-02,13,Heredia,Cappuccino,bebida_caliente,1547,1,efectivo,nublado,1,combo_postre,
69,1743,612,2026-03-02,13,Heredia,Frappe,bebida_fria,1830,3,efectivo,nublado,1,combo_postre,
70,1743,612,2026-03-02,13,Heredia,Croissant,postre,1445,2,tarjeta,nublado,1,combo_postre,
71,1743,612,2026-03-02,13,Heredia,Frappe,bebida_fria,1854,2,tarjeta,nublado,1,combo_postre,
72,5422,1861,2026-03-02,14,Cartago,Frappe,bebida_fria,1828,2,tarjeta,lluvioso,0,,4.0
73,3250,1122,2026-03-02,14,Heredia,Cafe americano,bebida_caliente,1189,2,tarjeta,nublado,1,combo_postre,
74,5264,1802,2026-03-02,14,San Pedro,Cappuccino,bebida_caliente,1526,1,tarjeta,soleado,0,,4.0
75,4518,1530,2026-03-02,15,Heredia,Cafe americano,bebida_caliente,1166,2,sinpe_movil,nublado,1,combo_postre,4.0
76,4518,1530,2026-03-02,15,Heredia,Sandwich,snack,2314,2,tarjeta,nublado,1,combo_postre,4.0
77,5441,1867,2026-03-02,15,Heredia,Cafe americano,bebida_caliente,1140,2,efectivo,nublado,1,combo_postre,3.0
78,1810,637,2026-03-02,16,Escazu,Limonada,bebida_fria,1365,1,efectivo,lluvioso,0,,
79,2860,969,2026-03-02,16,Escazu,Latte,bebida_caliente,1894,1,tarjeta,lluvioso,0,,4.0
80,2860,969,2026-03-02,16,Escazu,Cappuccino,bebida_caliente,1863,1,sinpe_movil,lluvioso,0,,4.0
81,3161,1083,2026-03-02,16,Escazu,Cappuccino,bebida_caliente,1774,1,efectivo,lluvioso,0,,
82,3438,1185,2026-03-02,16,Escazu,Limonada,bebida_fria,1419,1,efectivo,lluvioso,0,,
83,2956,994,2026-03-02,16,Heredia,Latte,bebida_caliente,1674,1,efectivo,nublado,1,combo_postre,
84,2956,994,2026-03-02,16,Heredia,Cafe americano,bebida_caliente,1207,1,tarjeta,nublado,1,combo_postre,
85,2956,994,2026-03-02,16,Heredia,Croissant,postre,1361,1,tarjeta,nublado,1,combo_postre,
86,255,95,2026-03-02,16,San Pedro,Limonada,bebida_fria,1301,1,tarjeta,soleado,0,,
87,1599,563,2026-03-02,16,San Pedro,Cafe americano,bebida_caliente,1212,3,tarjeta,soleado,0,,
88,3802,1318,2026-03-02,16,San Pedro,Frappe,bebida_fria,1952,1,tarjeta,soleado,0,,
89,5196,1778,2026-03-02,16,San Pedro,Te helado,bebida_fria,1296,1,tarjeta,soleado,0,,
90,5400,1853,2026-03-02,16,San Pedro,Limonada,bebida_fria,1183,1,tarjeta,soleado,0,,
91,241,89,2026-03-02,17,Cartago,Te helado,bebida_fria,1276,1,tarjeta,lluvioso,0,,1.0
92,3862,1333,2026-03-02,17,Cartago,Limonada,bebida_fria,1236,1,tarjeta,lluvioso,0,,
93,5801,1980,2026-03-02,17,Escazu,Latte,bebida_caliente,1925,1,sinpe_movil,lluvioso,0,,
94,5801,1980,2026-03-02,17,Escazu,Sandwich,snack,2662,2,tarjeta,lluvioso,0,,
95,362,136,2026-03-02,17,San Pedro,Limonada,bebida_fria,1381,3,efectivo,soleado,0,,
96,362,136,2026-03-02,17,San Pedro,Latte,bebida_caliente,1717,1,tarjeta,soleado,0,,
97,362,136,2026-03-02,17,San Pedro,Frappe,bebida_fria,1987,1,efectivo,soleado,0,,
98,4185,1446,2026-03-02,17,San Pedro,Te helado,bebida_fria,1393,3,tarjeta,soleado,0,,
99,256,96,2026-03-02,18,Cartago,Cappuccino,bebida_caliente,1489,1,sinpe_movil,lluvioso,0,,
100,256,96,2026-03-02,18,Cartago,Te helado,bebida_fria,1289,1,tarjeta,lluvioso,0,,
101,256,96,2026-03-02,18,Cartago,Sandwich,snack,2399,1,tarjeta,lluvioso,0,,
102,2713,921,2026-03-02,18,Cartago,Limonada,bebida_fria,1226,1,efectivo,lluvioso,0,,3.0
103,2713,921,2026-03-02,18,Cartago,Galleta,postre,853,1,tarjeta,lluvioso,0,,3.0
104,5414,1857,2026-03-02,18,Cartago,Chocolate caliente,bebida_caliente,1550,1,tarjeta,lluvioso,0,,
105,1934,672,2026-03-02,18,Escazu,Frappe,bebida_fria,2243,1,efectivo,lluvioso,0,,
106,2247,769,2026-03-02,18,Escazu,Chocolate caliente,bebida_caliente,1788,1,tarjeta,lluvioso,0,,
107,2906,979,2026-03-02,18,Heredia,Cafe americano,bebida_caliente,1116,1,sinpe_movil,nublado,1,combo_postre,
108,2906,979,2026-03-02,18,Heredia,Croissant,postre,1395,1,sinpe_movil,nublado,1,combo_postre,
109,2906,979,2026-03-02,18,Heredia,Croissant,postre,1563,2,tarjeta,nublado,1,combo_postre,
110,6727,2275,2026-03-02,18,Heredia,Frappe,bebida_fria,1945,3,efectivo,nublado,1,combo_postre,
111,7325,2483,2026-03-02,18,Heredia,Te helado,bebida_fria,1306,1,efectivo,nublado,1,combo_postre,
112,6,5,2026-03-02,18,San Pedro,Limonada,bebida_fria,1316,1,tarjeta,soleado,0,,
113,3835,1323,2026-03-02,18,San Pedro,Te helado,bebida_fria,1406,1,efectivo,soleado,0,,4.0
114,3835,1323,2026-03-02,18,San Pedro,Tostada de aguacate,snack,2188,1,efectivo,soleado,0,,4.0
115,3835,1323,2026-03-02,18,San Pedro,Limonada,bebida_fria,1242,1,sinpe_movil,soleado,0,,4.0
116,919,344,2026-03-02,19,Cartago,Chocolate caliente,bebida_caliente,1590,1,tarjeta,lluvioso,0,,
117,7266,2464,2026-03-02,19,Cartago,Chocolate caliente,bebida_caliente,1608,2,tarjeta,lluvioso,0,,3.0
118,446,164,2026-03-02,19,Escazu,Frappe,bebida_fria,2072,1,efectivo,lluvioso,0,,
119,446,164,2026-03-02,19,Escazu,Frappe,bebida_fria,2051,1,sinpe_movil,lluvioso,0,,
120,6397,2172,2026-03-02,19,Escazu,Limonada,bebida_fria,1419,1,sinpe_movil,lluvioso,0,,
121,7034,2385,2026-03-02,19,Escazu,Latte,bebida_caliente,1804,1,efectivo,lluvioso,0,,
122,5764,1968,2026-03-03,6,Cartago,Te helado,bebida_fria,1309,1,tarjeta,lluvioso,0,,
123,5764,1968,2026-03-03,6,Cartago,Cafe americano,bebida_caliente,1181,3,efectivo,lluvioso,0,,
124,5764,1968,2026-03-03,6,Cartago,Limonada,bebida_fria,1206,1,efectivo,lluvioso,0,,
125,6042,2061,2026-03-03,6,Escazu,Latte,bebida_caliente,1847,2,sinpe_movil,nublado,1,descuento_10,
126,6042,2061,2026-03-03,6,Escazu,Tostada de aguacate,snack,2387,2,efectivo,nublado,1,descuento_10,
127,7168,2432,2026-03-03,6,Escazu,Frappe,bebida_fria,2082,2,tarjeta,nublado,1,descuento_10,4.0
128,386,143,2026-03-03,6,Heredia,Cappuccino,bebida_caliente,1550,1,tarjeta,lluvioso,0,,3.0
129,386,143,2026-03-03,6,Heredia,Te helado,bebida_fria,1384,1,sinpe_movil,lluvioso,0,,3.0
130,4417,1507,2026-03-03,6,Heredia,Limonada,bebida_fria,1249,3,sinpe_movil,lluvioso,0,,
131,4417,1507,2026-03-03,6,Heredia,Brownie,postre,1737,2,sinpe_movil,lluvioso,0,,
132,5018,1727,2026-03-03,6,Heredia,Chocolate caliente,bebida_caliente,1534,1,tarjeta,lluvioso,0,,
133,7244,2457,2026-03-03,6,Heredia,Cappuccino,bebida_caliente,1586,1,sinpe_movil,lluvioso,0,,
134,1038,390,2026-03-03,7,Cartago,Chocolate caliente,bebida_caliente,1566,1,tarjeta,lluvioso,0,,
135,2381,810,2026-03-03,7,Cartago,Cappuccino,bebida_caliente,1465,1,sinpe_movil,lluvioso,0,,
136,2381,810,2026-03-03,7,Cartago,Galleta,postre,857,1,sinpe_movil,lluvioso,0,,
137,5666,1940,2026-03-03,7,Cartago,Cappuccino,bebida_caliente,1472,1,sinpe_movil,lluvioso,0,,
138,6641,2250,2026-03-03,7,Cartago,Cafe americano,bebida_caliente,1206,1,tarjeta,lluvioso,0,,
139,6641,2250,2026-03-03,7,Cartago,Croissant,postre,1413,1,tarjeta,lluvioso,0,,
140,6641,2250,2026-03-03,7,Cartago,Cheesecake,postre,2086,1,tarjeta,lluvioso,0,,
141,2391,812,2026-03-03,7,Escazu,Cappuccino,bebida_caliente,1744,1,efectivo,nublado,1,descuento_10,4.0
142,4944,1700,2026-03-03,7,Escazu,Limonada,bebida_fria,1434,1,tarjeta,nublado,1,descuento_10,
143,7339,2486,2026-03-03,7,Escazu,Cappuccino,bebida_caliente,1749,1,tarjeta,nublado,1,descuento_10,
144,7339,2486,2026-03-03,7,Escazu,Brownie,postre,1971,2,tarjeta,nublado,1,descuento_10,
145,2542,864,2026-03-03,7,Heredia,Frappe,bebida_fria,1859,1,efectivo,lluvioso,0,,
146,2542,864,2026-03-03,7,Heredia,Sandwich,snack,2564,1,efectivo,lluvioso,0,,
147,7351,2491,2026-03-03,7,Heredia,Limonada,bebida_fria,1208,1,efectivo,lluvioso,0,,4.0
148,7351,2491,2026-03-03,7,Heredia,Chocolate caliente,bebida_caliente,1667,1,tarjeta,lluvioso,0,,4.0
149,900,339,2026-03-03,7,San Pedro,Cappuccino,bebida_caliente,1558,3,tarjeta,nublado,0,,
150,3329,1149,2026-03-03,7,San Pedro,Limonada,bebida_fria,1253,2,sinpe_movil,nublado,0,,3.0
151,3329,1149,2026-03-03,7,San Pedro,Cheesecake,postre,2205,1,efectivo,nublado,0,,3.0
152,7431,2508,2026-03-03,7,San Pedro,Frappe,bebida_fria,1934,1,sinpe_movil,nublado,0,,
153,7562,2545,2026-03-03,7,San Pedro,Te helado,bebida_fria,1420,1,tarjeta,nublado,0,,
154,2823,955,2026-03-03,8,Cartago,Cafe americano,bebida_caliente,1182,1,tarjeta,lluvioso,0,,
155,3272,1128,2026-03-03,8,Cartago,Cappuccino,bebida_caliente,1535,1,sinpe_movil,lluvioso,0,,
156,3272,1128,2026-03-03,8,Cartago,Cafe americano,bebida_caliente,1184,1,efectivo,lluvioso,0,,
157,6139,2092,2026-03-03,8,Cartago,Limonada,bebida_fria,1208,1,efectivo,lluvioso,0,,
158,6139,2092,2026-03-03,8,Cartago,Croissant,postre,1414,1,sinpe_movil,lluvioso,0,,
159,842,315,2026-03-03,8,Escazu,Limonada,bebida_fria,1435,3,tarjeta,nublado,1,descuento_10,
160,3978,1379,2026-03-03,8,Escazu,Chocolate caliente,bebida_caliente,1851,2,tarjeta,nublado,1,descuento_10,
161,2907,979,2026-03-03,8,Heredia,Cappuccino,bebida_caliente,1537,1,tarjeta,lluvioso,0,,
162,6043,2062,2026-03-03,8,Heredia,Limonada,bebida_fria,1246,1,sinpe_movil,lluvioso,0,,
163,6043,2062,2026-03-03,8,Heredia,Galleta,postre,898,1,efectivo,lluvioso,0,,
164,1161,424,2026-03-03,8,San Pedro,Cappuccino,bebida_caliente,1549,1,sinpe_movil,nublado,0,,
165,1161,424,2026-03-03,8,San Pedro,Te helado,bebida_fria,1344,1,tarjeta,nublado,0,,
166,2131,728,2026-03-03,8,San Pedro,Te helado,bebida_fria,1360,1,tarjeta,nublado,0,,
167,1249,452,2026-03-03,9,Cartago,Latte,bebida_caliente,1662,1,tarjeta,lluvioso,0,,
168,1249,452,2026-03-03,9,Cartago,Cheesecake,postre,2040,1,tarjeta,lluvioso,0,,
169,1249,452,2026-03-03,9,Cartago,Limonada,bebida_fria,1229,1,efectivo,lluvioso,0,,
170,2105,719,2026-03-03,9,Cartago,Te helado,bebida_fria,1329,3,efectivo,lluvioso,0,,
171,2105,719,2026-03-03,9,Cartago,Croissant,postre,1402,2,sinpe_movil,lluvioso,0,,
172,340,125,2026-03-03,9,Escazu,Cappuccino,bebida_caliente,1759,3,tarjeta,nublado,1,descuento_10,
173,340,125,2026-03-03,9,Escazu,Croissant,postre,1670,1,sinpe_movil,nublado,1,descuento_10,
174,880,335,2026-03-03,9,Escazu,Limonada,bebida_fria,1415,2,sinpe_movil,nublado,1,descuento_10,
175,5770,1969,2026-03-03,9,Escazu,Chocolate caliente,bebida_caliente,1838,2,tarjeta,nublado,1,descuento_10,
176,7304,2474,2026-03-03,9,Escazu,Latte,bebida_caliente,1853,2,tarjeta,nublado,1,descuento_10,
177,7304,2474,2026-03-03,9,Escazu,Cheesecake,postre,2346,2,tarjeta,nublado,1,descuento_10,
178,7304,2474,2026-03-03,9,Escazu,Latte,bebida_caliente,1813,2,tarjeta,nublado,1,descuento_10,
179,6604,2239,2026-03-03,9,Heredia,Te helado,bebida_fria,1379,1,sinpe_movil,lluvioso,0,,2.0
180,187,73,2026-03-03,9,San Pedro,Te helado,bebida_fria,1347,1,efectivo,nublado,0,,
181,187,73,2026-03-03,9,San Pedro,Croissant,postre,1488,2,efectivo,nublado,0,,
182,1753,614,2026-03-03,9,San Pedro,Latte,bebida_caliente,1706,3,sinpe_movil,nublado,0,,
183,5049,1737,2026-03-03,9,San Pedro,Chocolate caliente,bebida_caliente,1623,1,sinpe_movil,nublado,0,,
184,5049,1737,2026-03-03,9,San Pedro,Croissant,postre,1541,1,tarjeta,nublado,0,,
185,6523,2207,2026-03-03,9,San Pedro,Frappe,bebida_fria,1943,1,sinpe_movil,nublado,0,,
186,6807,2306,2026-03-03,9,San Pedro,Frappe,bebida_fria,1871,1,sinpe_movil,nublado,0,,4.0
187,6807,2306,2026-03-03,9,San Pedro,Cheesecake,postre,2209,1,sinpe_movil,nublado,0,,4.0
188,7646,2575,2026-03-03,9,San Pedro,Chocolate caliente,bebida_caliente,1608,1,tarjeta,nublado,0,,
189,4275,1473,2026-03-03,10,Heredia,Chocolate caliente,bebida_caliente,1480,1,tarjeta,lluvioso,0,,
190,819,310,2026-03-03,10,San Pedro,Te helado,bebida_fria,1463,2,tarjeta,nublado,0,,
191,2661,902,2026-03-03,10,San Pedro,Frappe,bebida_fria,1788,3,sinpe_movil,nublado,0,,
192,2661,902,2026-03-03,10,San Pedro,Galleta,postre,909,1,sinpe_movil,nublado,0,,
193,5025,1729,2026-03-03,11,Escazu,Frappe,bebida_fria,2127,1,sinpe_movil,nublado,1,descuento_10,
194,5886,2008,2026-03-03,11,Escazu,Latte,bebida_caliente,1851,1,tarjeta,nublado,1,descuento_10,
195,5886,2008,2026-03-03,11,Escazu,Tostada de aguacate,snack,2374,2,tarjeta,nublado,1,descuento_10,
196,5886,2008,2026-03-03,11,Escazu,Cheesecake,postre,2355,1,tarjeta,nublado,1,descuento_10,
197,7436,2509,2026-03-03,11,Escazu,Latte,bebida_caliente,1829,2,sinpe_movil,nublado,1,descuento_10,
198,7436,2509,2026-03-03,11,Escazu,Tostada de aguacate,snack,2287,2,sinpe_movil,nublado,1,descuento_10,
199,7436,2509,2026-03-03,11,Escazu,Frappe,bebida_fria,2132,3,sinpe_movil,nublado,1,descuento_10,
200,3294,1137,2026-03-03,11,Heredia,Limonada,bebida_fria,1242,1,tarjeta,lluvioso,0,,
201,5528,1898,2026-03-03,11,Heredia,Cappuccino,bebida_caliente,1548,2,efectivo,lluvioso,0,,
202,3836,1323,2026-03-03,11,San Pedro,Limonada,bebida_fria,1290,1,efectivo,nublado,0,,
203,157,56,2026-03-03,12,Escazu,Limonada,bebida_fria,1331,2,sinpe_movil,nublado,1,descuento_10,
204,157,56,2026-03-03,12,Escazu,Brownie,postre,1921,2,efectivo,nublado,1,descuento_10,
205,6965,2365,2026-03-03,12,Escazu,Limonada,bebida_fria,1438,2,sinpe_movil,nublado,1,descuento_10,
206,3256,1124,2026-03-03,12,Heredia,Frappe,bebida_fria,1943,1,efectivo,lluvioso,0,,
207,4047,1398,2026-03-03,12,Heredia,Limonada,bebida_fria,1305,2,sinpe_movil,lluvioso,0,,5.0
208,2852,967,2026-03-03,12,San Pedro,Limonada,bebida_fria,1327,1,tarjeta,nublado,0,,
209,2852,967,2026-03-03,12,San Pedro,Cappuccino,bebida_caliente,1616,1,tarjeta,nublado,0,,
210,7638,2573,2026-03-03,12,San Pedro,Cafe americano,bebida_caliente,1177,2,sinpe_movil,nublado,0,,
211,1122,413,2026-03-03,13,Cartago,Latte,bebida_caliente,1558,1,tarjeta,lluvioso,0,,
212,1393,495,2026-03-03,13,Escazu,Latte,bebida_caliente,1948,1,efectivo,nublado,1,descuento_10,
213,1393,495,2026-03-03,13,Escazu,Cappuccino,bebida_caliente,1788,2,tarjeta,nublado,1,descuento_10,
214,3511,1209,2026-03-03,13,Heredia,Cafe americano,bebida_caliente,1147,1,sinpe_movil,lluvioso,0,,
215,1881,654,2026-03-03,13,San Pedro,Frappe,bebida_fria,1778,1,sinpe_movil,nublado,0,,
216,1881,654,2026-03-03,13,San Pedro,Te helado,bebida_fria,1427,1,sinpe_movil,nublado,0,,
217,2103,718,2026-03-03,14,Cartago,Frappe,bebida_fria,1861,1,tarjeta,lluvioso,0,,
218,2103,718,2026-03-03,14,Cartago,Chocolate caliente,bebida_caliente,1602,1,efectivo,lluvioso,0,,
219,4304,1481,2026-03-03,14,Cartago,Latte,bebida_caliente,1567,2,tarjeta,lluvioso,0,,4.0
220,4304,1481,2026-03-03,14,Cartago,Latte,bebida_caliente,1594,1,tarjeta,lluvioso,0,,4.0
221,642,247,2026-03-03,14,Escazu,Limonada,bebida_fria,1450,1,sinpe_movil,nublado,1,descuento_10,
222,642,247,2026-03-03,14,Escazu,Latte,bebida_caliente,1899,2,tarjeta,nublado,1,descuento_10,
223,3198,1100,2026-03-03,14,San Pedro,Limonada,bebida_fria,1241,1,efectivo,nublado,0,,5.0
224,5040,1733,2026-03-03,15,Heredia,Chocolate caliente,bebida_caliente,1540,1,efectivo,lluvioso,0,,5.0
225,5040,1733,2026-03-03,15,Heredia,Sandwich,snack,2446,1,tarjeta,lluvioso,0,,5.0
226,5336,1828,2026-03-03,15,Heredia,Latte,bebida_caliente,1691,1,efectivo,lluvioso,0,,
227,5479,1877,2026-03-03,16,Cartago,Frappe,bebida_fria,1835,3,sinpe_movil,lluvioso,0,,
228,6464,2192,2026-03-03,16,Cartago,Cafe americano,bebida_caliente,1133,3,sinpe_movil,lluvioso,0,,
229,6464,2192,2026-03-03,16,Cartago,Sandwich,snack,2377,3,tarjeta,lluvioso,0,,
230,5008,1725,2026-03-03,16,Escazu,Cappuccino,bebida_caliente,1824,2,efectivo,nublado,1,descuento_10,
231,5818,1987,2026-03-03,16,Escazu,Frappe,bebida_fria,2114,2,efectivo,nublado,1,descuento_10,
232,6914,2344,2026-03-03,16,Escazu,Chocolate caliente,bebida_caliente,1827,1,sinpe_movil,nublado,1,descuento_10,4.0
233,539,210,2026-03-03,16,Heredia,Cafe americano,bebida_caliente,1173,1,efectivo,lluvioso,0,,4.0
234,626,242,2026-03-03,16,Heredia,Cafe americano,bebida_caliente,1159,1,efectivo,lluvioso,0,,
235,626,242,2026-03-03,16,Heredia,Tostada de aguacate,snack,2006,1,sinpe_movil,lluvioso,0,,
236,4384,1503,2026-03-03,16,Heredia,Latte,bebida_caliente,1637,1,sinpe_movil,lluvioso,0,,
237,1364,487,2026-03-03,16,San Pedro,Latte,bebida_caliente,1609,1,efectivo,nublado,0,,
238,1683,592,2026-03-03,16,San Pedro,Te helado,bebida_fria,1443,1,efectivo,nublado,0,,
239,1683,592,2026-03-03,16,San Pedro,Latte,bebida_caliente,1725,1,efectivo,nublado,0,,
240,3680,1275,2026-03-03,16,San Pedro,Frappe,bebida_fria,1898,2,tarjeta,nublado,0,,
241,6398,2172,2026-03-03,16,San Pedro,Te helado,bebida_fria,1368,1,efectivo,nublado,0,,
242,3869,1334,2026-03-03,17,Cartago,Cafe americano,bebida_caliente,1134,1,efectivo,lluvioso,0,,
243,4458,1517,2026-03-03,17,Escazu,Te helado,bebida_fria,1490,1,efectivo,nublado,1,descuento_10,
244,2790,945,2026-03-03,17,Heredia,Latte,bebida_caliente,1643,1,efectivo,lluvioso,0,,
